X,Y,id,left,top,right,bottom
83.324301523,25.571290492,"40",83.324301523,25.571290492,83.374301523,25.621290492
83.324301523,25.521290492,"41",83.324301523,25.521290492,83.374301523,25.571290492
83.324301523,25.471290492,"42",83.324301523,25.471290492,83.374301523,25.521290492
83.324301523,25.421290492,"43",83.324301523,25.421290492,83.374301523,25.471290492
83.324301523,25.371290492,"44",83.324301523,25.371290492,83.374301523,25.421290492
83.324301523,25.321290492,"45",83.324301523,25.321290492,83.374301523,25.371290492
83.324301523,25.271290492,"46",83.324301523,25.271290492,83.374301523,25.321290492
83.324301523,25.221290492,"47",83.324301523,25.221290492,83.374301523,25.271290492
83.324301523,25.171290492,"48",83.324301523,25.171290492,83.374301523,25.221290492
83.324301523,25.121290492,"49",83.324301523,25.121290492,83.374301523,25.171290492
83.324301523,25.071290492,"50",83.324301523,25.071290492,83.374301523,25.121290492
83.324301523,25.021290492,"51",83.324301523,25.021290492,83.374301523,25.071290492
83.324301523,24.971290492,"52",83.324301523,24.971290492,83.374301523,25.021290492
83.324301523,24.921290492,"53",83.324301523,24.921290492,83.374301523,24.971290492
83.324301523,24.871290492,"54",83.324301523,24.871290492,83.374301523,24.921290492
83.324301523,24.821290492,"55",83.324301523,24.821290492,83.374301523,24.871290492
83.324301523,24.771290492,"56",83.324301523,24.771290492,83.374301523,24.821290492
83.324301523,24.721290492,"57",83.324301523,24.721290492,83.374301523,24.771290492
83.324301523,24.671290492,"58",83.324301523,24.671290492,83.374301523,24.721290492
83.324301523,24.621290492,"59",83.324301523,24.621290492,83.374301523,24.671290492
83.324301523,24.571290492,"60",83.324301523,24.571290492,83.374301523,24.621290492
83.324301523,24.521290492,"61",83.324301523,24.521290492,83.374301523,24.571290492
83.324301523,24.471290492,"62",83.324301523,24.471290492,83.374301523,24.521290492
83.324301523,24.421290492,"63",83.324301523,24.421290492,83.374301523,24.471290492
83.324301523,24.371290492,"64",83.324301523,24.371290492,83.374301523,24.421290492
83.324301523,24.321290492,"65",83.324301523,24.321290492,83.374301523,24.371290492
83.324301523,24.271290492,"66",83.324301523,24.271290492,83.374301523,24.321290492
83.374301523,27.521290492,"67",83.374301523,27.521290492,83.424301523,27.571290492
83.374301523,27.471290492,"68",83.374301523,27.471290492,83.424301523,27.521290492
83.374301523,27.421290492,"69",83.374301523,27.421290492,83.424301523,27.471290492
83.374301523,27.371290492,"70",83.374301523,27.371290492,83.424301523,27.421290492
83.374301523,27.321290492,"71",83.374301523,27.321290492,83.424301523,27.371290492
83.374301523,27.271290492,"72",83.374301523,27.271290492,83.424301523,27.321290492
83.374301523,27.221290492,"73",83.374301523,27.221290492,83.424301523,27.271290492
83.374301523,27.171290492,"74",83.374301523,27.171290492,83.424301523,27.221290492
83.374301523,27.121290492,"75",83.374301523,27.121290492,83.424301523,27.171290492
83.374301523,27.071290492,"76",83.374301523,27.071290492,83.424301523,27.121290492
83.374301523,27.021290492,"77",83.374301523,27.021290492,83.424301523,27.071290492
83.374301523,26.971290492,"78",83.374301523,26.971290492,83.424301523,27.021290492
83.374301523,26.921290492,"79",83.374301523,26.921290492,83.424301523,26.971290492
83.374301523,26.871290492,"80",83.374301523,26.871290492,83.424301523,26.921290492
83.374301523,26.821290492,"81",83.374301523,26.821290492,83.424301523,26.871290492
83.374301523,26.771290492,"82",83.374301523,26.771290492,83.424301523,26.821290492
83.374301523,26.721290492,"83",83.374301523,26.721290492,83.424301523,26.771290492
83.374301523,26.671290492,"84",83.374301523,26.671290492,83.424301523,26.721290492
83.374301523,26.621290492,"85",83.374301523,26.621290492,83.424301523,26.671290492
83.374301523,26.571290492,"86",83.374301523,26.571290492,83.424301523,26.621290492
83.374301523,26.521290492,"87",83.374301523,26.521290492,83.424301523,26.571290492
83.374301523,26.471290492,"88",83.374301523,26.471290492,83.424301523,26.521290492
83.374301523,26.421290492,"89",83.374301523,26.421290492,83.424301523,26.471290492
83.374301523,26.371290492,"90",83.374301523,26.371290492,83.424301523,26.421290492
83.374301523,26.321290492,"91",83.374301523,26.321290492,83.424301523,26.371290492
83.374301523,26.271290492,"92",83.374301523,26.271290492,83.424301523,26.321290492
83.374301523,26.221290492,"93",83.374301523,26.221290492,83.424301523,26.271290492
83.374301523,26.171290492,"94",83.374301523,26.171290492,83.424301523,26.221290492
83.374301523,26.121290492,"95",83.374301523,26.121290492,83.424301523,26.171290492
83.374301523,26.071290492,"96",83.374301523,26.071290492,83.424301523,26.121290492
83.374301523,26.021290492,"97",83.374301523,26.021290492,83.424301523,26.071290492
83.374301523,25.971290492,"98",83.374301523,25.971290492,83.424301523,26.021290492
83.374301523,25.921290492,"99",83.374301523,25.921290492,83.424301523,25.971290492
83.374301523,25.871290492,"100",83.374301523,25.871290492,83.424301523,25.921290492
83.374301523,25.821290492,"101",83.374301523,25.821290492,83.424301523,25.871290492
83.374301523,25.771290492,"102",83.374301523,25.771290492,83.424301523,25.821290492
83.374301523,25.721290492,"103",83.374301523,25.721290492,83.424301523,25.771290492
83.374301523,25.671290492,"104",83.374301523,25.671290492,83.424301523,25.721290492
83.374301523,25.621290492,"105",83.374301523,25.621290492,83.424301523,25.671290492
83.374301523,25.571290492,"106",83.374301523,25.571290492,83.424301523,25.621290492
83.374301523,25.521290492,"107",83.374301523,25.521290492,83.424301523,25.571290492
83.374301523,25.471290492,"108",83.374301523,25.471290492,83.424301523,25.521290492
83.374301523,25.421290492,"109",83.374301523,25.421290492,83.424301523,25.471290492
83.374301523,25.371290492,"110",83.374301523,25.371290492,83.424301523,25.421290492
83.374301523,25.321290492,"111",83.374301523,25.321290492,83.424301523,25.371290492
83.374301523,25.271290492,"112",83.374301523,25.271290492,83.424301523,25.321290492
83.374301523,25.221290492,"113",83.374301523,25.221290492,83.424301523,25.271290492
83.374301523,25.171290492,"114",83.374301523,25.171290492,83.424301523,25.221290492
83.374301523,25.121290492,"115",83.374301523,25.121290492,83.424301523,25.171290492
83.374301523,25.071290492,"116",83.374301523,25.071290492,83.424301523,25.121290492
83.374301523,25.021290492,"117",83.374301523,25.021290492,83.424301523,25.071290492
83.374301523,24.971290492,"118",83.374301523,24.971290492,83.424301523,25.021290492
83.374301523,24.921290492,"119",83.374301523,24.921290492,83.424301523,24.971290492
83.374301523,24.871290492,"120",83.374301523,24.871290492,83.424301523,24.921290492
83.374301523,24.821290492,"121",83.374301523,24.821290492,83.424301523,24.871290492
83.374301523,24.771290492,"122",83.374301523,24.771290492,83.424301523,24.821290492
83.374301523,24.721290492,"123",83.374301523,24.721290492,83.424301523,24.771290492
83.374301523,24.671290492,"124",83.374301523,24.671290492,83.424301523,24.721290492
83.374301523,24.621290492,"125",83.374301523,24.621290492,83.424301523,24.671290492
83.374301523,24.571290492,"126",83.374301523,24.571290492,83.424301523,24.621290492
83.374301523,24.521290492,"127",83.374301523,24.521290492,83.424301523,24.571290492
83.374301523,24.471290492,"128",83.374301523,24.471290492,83.424301523,24.521290492
83.374301523,24.421290492,"129",83.374301523,24.421290492,83.424301523,24.471290492
83.374301523,24.371290492,"130",83.374301523,24.371290492,83.424301523,24.421290492
83.374301523,24.321290492,"131",83.374301523,24.321290492,83.424301523,24.371290492
83.374301523,24.271290492,"132",83.374301523,24.271290492,83.424301523,24.321290492
83.424301523,27.521290492,"133",83.424301523,27.521290492,83.474301523,27.571290492
83.424301523,27.471290492,"134",83.424301523,27.471290492,83.474301523,27.521290492
83.424301523,27.421290492,"135",83.424301523,27.421290492,83.474301523,27.471290492
83.424301523,27.371290492,"136",83.424301523,27.371290492,83.474301523,27.421290492
83.424301523,27.321290492,"137",83.424301523,27.321290492,83.474301523,27.371290492
83.424301523,27.271290492,"138",83.424301523,27.271290492,83.474301523,27.321290492
83.424301523,27.221290492,"139",83.424301523,27.221290492,83.474301523,27.271290492
83.424301523,27.171290492,"140",83.424301523,27.171290492,83.474301523,27.221290492
83.424301523,27.121290492,"141",83.424301523,27.121290492,83.474301523,27.171290492
83.424301523,27.071290492,"142",83.424301523,27.071290492,83.474301523,27.121290492
83.424301523,27.021290492,"143",83.424301523,27.021290492,83.474301523,27.071290492
83.424301523,26.971290492,"144",83.424301523,26.971290492,83.474301523,27.021290492
83.424301523,26.921290492,"145",83.424301523,26.921290492,83.474301523,26.971290492
83.424301523,26.871290492,"146",83.424301523,26.871290492,83.474301523,26.921290492
83.424301523,26.821290492,"147",83.424301523,26.821290492,83.474301523,26.871290492
83.424301523,26.771290492,"148",83.424301523,26.771290492,83.474301523,26.821290492
83.424301523,26.721290492,"149",83.424301523,26.721290492,83.474301523,26.771290492
83.424301523,26.671290492,"150",83.424301523,26.671290492,83.474301523,26.721290492
83.424301523,26.621290492,"151",83.424301523,26.621290492,83.474301523,26.671290492
83.424301523,26.571290492,"152",83.424301523,26.571290492,83.474301523,26.621290492
83.424301523,26.521290492,"153",83.424301523,26.521290492,83.474301523,26.571290492
83.424301523,26.471290492,"154",83.424301523,26.471290492,83.474301523,26.521290492
83.424301523,26.421290492,"155",83.424301523,26.421290492,83.474301523,26.471290492
83.424301523,26.371290492,"156",83.424301523,26.371290492,83.474301523,26.421290492
83.424301523,26.321290492,"157",83.424301523,26.321290492,83.474301523,26.371290492
83.424301523,26.271290492,"158",83.424301523,26.271290492,83.474301523,26.321290492
83.424301523,26.221290492,"159",83.424301523,26.221290492,83.474301523,26.271290492
83.424301523,26.171290492,"160",83.424301523,26.171290492,83.474301523,26.221290492
83.424301523,26.121290492,"161",83.424301523,26.121290492,83.474301523,26.171290492
83.424301523,26.071290492,"162",83.424301523,26.071290492,83.474301523,26.121290492
83.424301523,26.021290492,"163",83.424301523,26.021290492,83.474301523,26.071290492
83.424301523,25.971290492,"164",83.424301523,25.971290492,83.474301523,26.021290492
83.424301523,25.921290492,"165",83.424301523,25.921290492,83.474301523,25.971290492
83.424301523,25.871290492,"166",83.424301523,25.871290492,83.474301523,25.921290492
83.424301523,25.821290492,"167",83.424301523,25.821290492,83.474301523,25.871290492
83.424301523,25.771290492,"168",83.424301523,25.771290492,83.474301523,25.821290492
83.424301523,25.721290492,"169",83.424301523,25.721290492,83.474301523,25.771290492
83.424301523,25.671290492,"170",83.424301523,25.671290492,83.474301523,25.721290492
83.424301523,25.621290492,"171",83.424301523,25.621290492,83.474301523,25.671290492
83.424301523,25.571290492,"172",83.424301523,25.571290492,83.474301523,25.621290492
83.424301523,25.521290492,"173",83.424301523,25.521290492,83.474301523,25.571290492
83.424301523,25.471290492,"174",83.424301523,25.471290492,83.474301523,25.521290492
83.424301523,25.421290492,"175",83.424301523,25.421290492,83.474301523,25.471290492
83.424301523,25.371290492,"176",83.424301523,25.371290492,83.474301523,25.421290492
83.424301523,25.321290492,"177",83.424301523,25.321290492,83.474301523,25.371290492
83.424301523,25.271290492,"178",83.424301523,25.271290492,83.474301523,25.321290492
83.424301523,25.221290492,"179",83.424301523,25.221290492,83.474301523,25.271290492
83.424301523,25.171290492,"180",83.424301523,25.171290492,83.474301523,25.221290492
83.424301523,25.121290492,"181",83.424301523,25.121290492,83.474301523,25.171290492
83.424301523,25.071290492,"182",83.424301523,25.071290492,83.474301523,25.121290492
83.424301523,25.021290492,"183",83.424301523,25.021290492,83.474301523,25.071290492
83.424301523,24.971290492,"184",83.424301523,24.971290492,83.474301523,25.021290492
83.424301523,24.921290492,"185",83.424301523,24.921290492,83.474301523,24.971290492
83.424301523,24.871290492,"186",83.424301523,24.871290492,83.474301523,24.921290492
83.424301523,24.821290492,"187",83.424301523,24.821290492,83.474301523,24.871290492
83.424301523,24.771290492,"188",83.424301523,24.771290492,83.474301523,24.821290492
83.424301523,24.721290492,"189",83.424301523,24.721290492,83.474301523,24.771290492
83.424301523,24.671290492,"190",83.424301523,24.671290492,83.474301523,24.721290492
83.424301523,24.621290492,"191",83.424301523,24.621290492,83.474301523,24.671290492
83.424301523,24.571290492,"192",83.424301523,24.571290492,83.474301523,24.621290492
83.424301523,24.521290492,"193",83.424301523,24.521290492,83.474301523,24.571290492
83.424301523,24.471290492,"194",83.424301523,24.471290492,83.474301523,24.521290492
83.424301523,24.421290492,"195",83.424301523,24.421290492,83.474301523,24.471290492
83.424301523,24.371290492,"196",83.424301523,24.371290492,83.474301523,24.421290492
83.424301523,24.321290492,"197",83.424301523,24.321290492,83.474301523,24.371290492
83.424301523,24.271290492,"198",83.424301523,24.271290492,83.474301523,24.321290492
83.474301523,27.521290492,"199",83.474301523,27.521290492,83.524301523,27.571290492
83.474301523,27.471290492,"200",83.474301523,27.471290492,83.524301523,27.521290492
83.474301523,27.421290492,"201",83.474301523,27.421290492,83.524301523,27.471290492
83.474301523,27.371290492,"202",83.474301523,27.371290492,83.524301523,27.421290492
83.474301523,27.321290492,"203",83.474301523,27.321290492,83.524301523,27.371290492
83.474301523,27.271290492,"204",83.474301523,27.271290492,83.524301523,27.321290492
83.474301523,27.221290492,"205",83.474301523,27.221290492,83.524301523,27.271290492
83.474301523,27.171290492,"206",83.474301523,27.171290492,83.524301523,27.221290492
83.474301523,27.121290492,"207",83.474301523,27.121290492,83.524301523,27.171290492
83.474301523,27.071290492,"208",83.474301523,27.071290492,83.524301523,27.121290492
83.474301523,27.021290492,"209",83.474301523,27.021290492,83.524301523,27.071290492
83.474301523,26.971290492,"210",83.474301523,26.971290492,83.524301523,27.021290492
83.474301523,26.921290492,"211",83.474301523,26.921290492,83.524301523,26.971290492
83.474301523,26.871290492,"212",83.474301523,26.871290492,83.524301523,26.921290492
83.474301523,26.821290492,"213",83.474301523,26.821290492,83.524301523,26.871290492
83.474301523,26.771290492,"214",83.474301523,26.771290492,83.524301523,26.821290492
83.474301523,26.721290492,"215",83.474301523,26.721290492,83.524301523,26.771290492
83.474301523,26.671290492,"216",83.474301523,26.671290492,83.524301523,26.721290492
83.474301523,26.621290492,"217",83.474301523,26.621290492,83.524301523,26.671290492
83.474301523,26.571290492,"218",83.474301523,26.571290492,83.524301523,26.621290492
83.474301523,26.521290492,"219",83.474301523,26.521290492,83.524301523,26.571290492
83.474301523,26.471290492,"220",83.474301523,26.471290492,83.524301523,26.521290492
83.474301523,26.421290492,"221",83.474301523,26.421290492,83.524301523,26.471290492
83.474301523,26.371290492,"222",83.474301523,26.371290492,83.524301523,26.421290492
83.474301523,26.321290492,"223",83.474301523,26.321290492,83.524301523,26.371290492
83.474301523,26.271290492,"224",83.474301523,26.271290492,83.524301523,26.321290492
83.474301523,26.221290492,"225",83.474301523,26.221290492,83.524301523,26.271290492
83.474301523,26.171290492,"226",83.474301523,26.171290492,83.524301523,26.221290492
83.474301523,26.121290492,"227",83.474301523,26.121290492,83.524301523,26.171290492
83.474301523,26.071290492,"228",83.474301523,26.071290492,83.524301523,26.121290492
83.474301523,26.021290492,"229",83.474301523,26.021290492,83.524301523,26.071290492
83.474301523,25.971290492,"230",83.474301523,25.971290492,83.524301523,26.021290492
83.474301523,25.921290492,"231",83.474301523,25.921290492,83.524301523,25.971290492
83.474301523,25.871290492,"232",83.474301523,25.871290492,83.524301523,25.921290492
83.474301523,25.821290492,"233",83.474301523,25.821290492,83.524301523,25.871290492
83.474301523,25.771290492,"234",83.474301523,25.771290492,83.524301523,25.821290492
83.474301523,25.721290492,"235",83.474301523,25.721290492,83.524301523,25.771290492
83.474301523,25.671290492,"236",83.474301523,25.671290492,83.524301523,25.721290492
83.474301523,25.621290492,"237",83.474301523,25.621290492,83.524301523,25.671290492
83.474301523,25.571290492,"238",83.474301523,25.571290492,83.524301523,25.621290492
83.474301523,25.521290492,"239",83.474301523,25.521290492,83.524301523,25.571290492
83.474301523,25.471290492,"240",83.474301523,25.471290492,83.524301523,25.521290492
83.474301523,25.421290492,"241",83.474301523,25.421290492,83.524301523,25.471290492
83.474301523,25.371290492,"242",83.474301523,25.371290492,83.524301523,25.421290492
83.474301523,25.321290492,"243",83.474301523,25.321290492,83.524301523,25.371290492
83.474301523,25.271290492,"244",83.474301523,25.271290492,83.524301523,25.321290492
83.474301523,25.221290492,"245",83.474301523,25.221290492,83.524301523,25.271290492
83.474301523,25.171290492,"246",83.474301523,25.171290492,83.524301523,25.221290492
83.474301523,25.121290492,"247",83.474301523,25.121290492,83.524301523,25.171290492
83.474301523,25.071290492,"248",83.474301523,25.071290492,83.524301523,25.121290492
83.474301523,25.021290492,"249",83.474301523,25.021290492,83.524301523,25.071290492
83.474301523,24.971290492,"250",83.474301523,24.971290492,83.524301523,25.021290492
83.474301523,24.921290492,"251",83.474301523,24.921290492,83.524301523,24.971290492
83.474301523,24.871290492,"252",83.474301523,24.871290492,83.524301523,24.921290492
83.474301523,24.821290492,"253",83.474301523,24.821290492,83.524301523,24.871290492
83.474301523,24.771290492,"254",83.474301523,24.771290492,83.524301523,24.821290492
83.474301523,24.721290492,"255",83.474301523,24.721290492,83.524301523,24.771290492
83.474301523,24.671290492,"256",83.474301523,24.671290492,83.524301523,24.721290492
83.474301523,24.621290492,"257",83.474301523,24.621290492,83.524301523,24.671290492
83.474301523,24.571290492,"258",83.474301523,24.571290492,83.524301523,24.621290492
83.474301523,24.521290492,"259",83.474301523,24.521290492,83.524301523,24.571290492
83.474301523,24.471290492,"260",83.474301523,24.471290492,83.524301523,24.521290492
83.474301523,24.421290492,"261",83.474301523,24.421290492,83.524301523,24.471290492
83.474301523,24.371290492,"262",83.474301523,24.371290492,83.524301523,24.421290492
83.474301523,24.321290492,"263",83.474301523,24.321290492,83.524301523,24.371290492
83.474301523,24.271290492,"264",83.474301523,24.271290492,83.524301523,24.321290492
83.524301523,27.521290492,"265",83.524301523,27.521290492,83.574301523,27.571290492
83.524301523,27.471290492,"266",83.524301523,27.471290492,83.574301523,27.521290492
83.524301523,27.421290492,"267",83.524301523,27.421290492,83.574301523,27.471290492
83.524301523,27.371290492,"268",83.524301523,27.371290492,83.574301523,27.421290492
83.524301523,27.321290492,"269",83.524301523,27.321290492,83.574301523,27.371290492
83.524301523,27.271290492,"270",83.524301523,27.271290492,83.574301523,27.321290492
83.524301523,27.221290492,"271",83.524301523,27.221290492,83.574301523,27.271290492
83.524301523,27.171290492,"272",83.524301523,27.171290492,83.574301523,27.221290492
83.524301523,27.121290492,"273",83.524301523,27.121290492,83.574301523,27.171290492
83.524301523,27.071290492,"274",83.524301523,27.071290492,83.574301523,27.121290492
83.524301523,27.021290492,"275",83.524301523,27.021290492,83.574301523,27.071290492
83.524301523,26.971290492,"276",83.524301523,26.971290492,83.574301523,27.021290492
83.524301523,26.921290492,"277",83.524301523,26.921290492,83.574301523,26.971290492
83.524301523,26.871290492,"278",83.524301523,26.871290492,83.574301523,26.921290492
83.524301523,26.821290492,"279",83.524301523,26.821290492,83.574301523,26.871290492
83.524301523,26.771290492,"280",83.524301523,26.771290492,83.574301523,26.821290492
83.524301523,26.721290492,"281",83.524301523,26.721290492,83.574301523,26.771290492
83.524301523,26.671290492,"282",83.524301523,26.671290492,83.574301523,26.721290492
83.524301523,26.621290492,"283",83.524301523,26.621290492,83.574301523,26.671290492
83.524301523,26.571290492,"284",83.524301523,26.571290492,83.574301523,26.621290492
83.524301523,26.521290492,"285",83.524301523,26.521290492,83.574301523,26.571290492
83.524301523,26.471290492,"286",83.524301523,26.471290492,83.574301523,26.521290492
83.524301523,26.421290492,"287",83.524301523,26.421290492,83.574301523,26.471290492
83.524301523,26.371290492,"288",83.524301523,26.371290492,83.574301523,26.421290492
83.524301523,26.321290492,"289",83.524301523,26.321290492,83.574301523,26.371290492
83.524301523,26.271290492,"290",83.524301523,26.271290492,83.574301523,26.321290492
83.524301523,26.221290492,"291",83.524301523,26.221290492,83.574301523,26.271290492
83.524301523,26.171290492,"292",83.524301523,26.171290492,83.574301523,26.221290492
83.524301523,26.121290492,"293",83.524301523,26.121290492,83.574301523,26.171290492
83.524301523,26.071290492,"294",83.524301523,26.071290492,83.574301523,26.121290492
83.524301523,26.021290492,"295",83.524301523,26.021290492,83.574301523,26.071290492
83.524301523,25.971290492,"296",83.524301523,25.971290492,83.574301523,26.021290492
83.524301523,25.921290492,"297",83.524301523,25.921290492,83.574301523,25.971290492
83.524301523,25.871290492,"298",83.524301523,25.871290492,83.574301523,25.921290492
83.524301523,25.821290492,"299",83.524301523,25.821290492,83.574301523,25.871290492
83.524301523,25.771290492,"300",83.524301523,25.771290492,83.574301523,25.821290492
83.524301523,25.721290492,"301",83.524301523,25.721290492,83.574301523,25.771290492
83.524301523,25.671290492,"302",83.524301523,25.671290492,83.574301523,25.721290492
83.524301523,25.621290492,"303",83.524301523,25.621290492,83.574301523,25.671290492
83.524301523,25.571290492,"304",83.524301523,25.571290492,83.574301523,25.621290492
83.524301523,25.521290492,"305",83.524301523,25.521290492,83.574301523,25.571290492
83.524301523,25.471290492,"306",83.524301523,25.471290492,83.574301523,25.521290492
83.524301523,25.421290492,"307",83.524301523,25.421290492,83.574301523,25.471290492
83.524301523,25.371290492,"308",83.524301523,25.371290492,83.574301523,25.421290492
83.524301523,25.321290492,"309",83.524301523,25.321290492,83.574301523,25.371290492
83.524301523,25.271290492,"310",83.524301523,25.271290492,83.574301523,25.321290492
83.524301523,25.221290492,"311",83.524301523,25.221290492,83.574301523,25.271290492
83.524301523,25.171290492,"312",83.524301523,25.171290492,83.574301523,25.221290492
83.524301523,25.121290492,"313",83.524301523,25.121290492,83.574301523,25.171290492
83.524301523,25.071290492,"314",83.524301523,25.071290492,83.574301523,25.121290492
83.524301523,25.021290492,"315",83.524301523,25.021290492,83.574301523,25.071290492
83.524301523,24.971290492,"316",83.524301523,24.971290492,83.574301523,25.021290492
83.524301523,24.921290492,"317",83.524301523,24.921290492,83.574301523,24.971290492
83.524301523,24.871290492,"318",83.524301523,24.871290492,83.574301523,24.921290492
83.524301523,24.821290492,"319",83.524301523,24.821290492,83.574301523,24.871290492
83.524301523,24.771290492,"320",83.524301523,24.771290492,83.574301523,24.821290492
83.524301523,24.721290492,"321",83.524301523,24.721290492,83.574301523,24.771290492
83.524301523,24.671290492,"322",83.524301523,24.671290492,83.574301523,24.721290492
83.524301523,24.621290492,"323",83.524301523,24.621290492,83.574301523,24.671290492
83.524301523,24.571290492,"324",83.524301523,24.571290492,83.574301523,24.621290492
83.524301523,24.521290492,"325",83.524301523,24.521290492,83.574301523,24.571290492
83.524301523,24.471290492,"326",83.524301523,24.471290492,83.574301523,24.521290492
83.524301523,24.421290492,"327",83.524301523,24.421290492,83.574301523,24.471290492
83.524301523,24.371290492,"328",83.524301523,24.371290492,83.574301523,24.421290492
83.524301523,24.321290492,"329",83.524301523,24.321290492,83.574301523,24.371290492
83.524301523,24.271290492,"330",83.524301523,24.271290492,83.574301523,24.321290492
83.574301523,27.521290492,"331",83.574301523,27.521290492,83.624301523,27.571290492
83.574301523,27.471290492,"332",83.574301523,27.471290492,83.624301523,27.521290492
83.574301523,27.421290492,"333",83.574301523,27.421290492,83.624301523,27.471290492
83.574301523,27.371290492,"334",83.574301523,27.371290492,83.624301523,27.421290492
83.574301523,27.321290492,"335",83.574301523,27.321290492,83.624301523,27.371290492
83.574301523,27.271290492,"336",83.574301523,27.271290492,83.624301523,27.321290492
83.574301523,27.221290492,"337",83.574301523,27.221290492,83.624301523,27.271290492
83.574301523,27.171290492,"338",83.574301523,27.171290492,83.624301523,27.221290492
83.574301523,27.121290492,"339",83.574301523,27.121290492,83.624301523,27.171290492
83.574301523,27.071290492,"340",83.574301523,27.071290492,83.624301523,27.121290492
83.574301523,27.021290492,"341",83.574301523,27.021290492,83.624301523,27.071290492
83.574301523,26.971290492,"342",83.574301523,26.971290492,83.624301523,27.021290492
83.574301523,26.921290492,"343",83.574301523,26.921290492,83.624301523,26.971290492
83.574301523,26.871290492,"344",83.574301523,26.871290492,83.624301523,26.921290492
83.574301523,26.821290492,"345",83.574301523,26.821290492,83.624301523,26.871290492
83.574301523,26.771290492,"346",83.574301523,26.771290492,83.624301523,26.821290492
83.574301523,26.721290492,"347",83.574301523,26.721290492,83.624301523,26.771290492
83.574301523,26.671290492,"348",83.574301523,26.671290492,83.624301523,26.721290492
83.574301523,26.621290492,"349",83.574301523,26.621290492,83.624301523,26.671290492
83.574301523,26.571290492,"350",83.574301523,26.571290492,83.624301523,26.621290492
83.574301523,26.521290492,"351",83.574301523,26.521290492,83.624301523,26.571290492
83.574301523,26.471290492,"352",83.574301523,26.471290492,83.624301523,26.521290492
83.574301523,26.421290492,"353",83.574301523,26.421290492,83.624301523,26.471290492
83.574301523,26.371290492,"354",83.574301523,26.371290492,83.624301523,26.421290492
83.574301523,26.321290492,"355",83.574301523,26.321290492,83.624301523,26.371290492
83.574301523,26.271290492,"356",83.574301523,26.271290492,83.624301523,26.321290492
83.574301523,26.221290492,"357",83.574301523,26.221290492,83.624301523,26.271290492
83.574301523,26.171290492,"358",83.574301523,26.171290492,83.624301523,26.221290492
