X,Y,id,left,top,right,bottom
86.424301523,26.721290492,"1032",86.424301523,26.721290492,86.524301523,26.821290492
86.424301523,26.621290492,"1033",86.424301523,26.621290492,86.524301523,26.721290492
86.424301523,26.521290492,"1034",86.424301523,26.521290492,86.524301523,26.621290492
86.424301523,26.421290492,"1035",86.424301523,26.421290492,86.524301523,26.521290492
86.424301523,26.321290492,"1036",86.424301523,26.321290492,86.524301523,26.421290492
86.424301523,26.221290492,"1037",86.424301523,26.221290492,86.524301523,26.321290492
86.424301523,26.121290492,"1038",86.424301523,26.121290492,86.524301523,26.221290492
86.424301523,26.021290492,"1039",86.424301523,26.021290492,86.524301523,26.121290492
86.424301523,25.921290492,"1040",86.424301523,25.921290492,86.524301523,26.021290492
86.424301523,25.821290492,"1041",86.424301523,25.821290492,86.524301523,25.921290492
86.424301523,25.721290492,"1042",86.424301523,25.721290492,86.524301523,25.821290492
86.424301523,25.621290492,"1043",86.424301523,25.621290492,86.524301523,25.721290492
86.424301523,25.521290492,"1044",86.424301523,25.521290492,86.524301523,25.621290492
86.424301523,25.421290492,"1045",86.424301523,25.421290492,86.524301523,25.521290492
86.424301523,25.321290492,"1046",86.424301523,25.321290492,86.524301523,25.421290492
86.424301523,25.221290492,"1047",86.424301523,25.221290492,86.524301523,25.321290492
86.424301523,25.121290492,"1048",86.424301523,25.121290492,86.524301523,25.221290492
86.424301523,25.021290492,"1049",86.424301523,25.021290492,86.524301523,25.121290492
86.424301523,24.921290492,"1050",86.424301523,24.921290492,86.524301523,25.021290492
86.424301523,24.821290492,"1051",86.424301523,24.821290492,86.524301523,24.921290492
86.424301523,24.721290492,"1052",86.424301523,24.721290492,86.524301523,24.821290492
86.424301523,24.621290492,"1053",86.424301523,24.621290492,86.524301523,24.721290492
86.424301523,24.521290492,"1054",86.424301523,24.521290492,86.524301523,24.621290492
86.424301523,24.421290492,"1055",86.424301523,24.421290492,86.524301523,24.521290492
86.424301523,24.321290492,"1056",86.424301523,24.321290492,86.524301523,24.421290492
86.524301523,27.521290492,"1057",86.524301523,27.521290492,86.624301523,27.621290492
86.524301523,27.421290492,"1058",86.524301523,27.421290492,86.624301523,27.521290492
86.524301523,27.321290492,"1059",86.524301523,27.321290492,86.624301523,27.421290492
86.524301523,27.221290492,"1060",86.524301523,27.221290492,86.624301523,27.321290492
86.524301523,27.121290492,"1061",86.524301523,27.121290492,86.624301523,27.221290492
86.524301523,27.021290492,"1062",86.524301523,27.021290492,86.624301523,27.121290492
86.524301523,26.921290492,"1063",86.524301523,26.921290492,86.624301523,27.021290492
86.524301523,26.821290492,"1064",86.524301523,26.821290492,86.624301523,26.921290492
86.524301523,26.721290492,"1065",86.524301523,26.721290492,86.624301523,26.821290492
86.524301523,26.621290492,"1066",86.524301523,26.621290492,86.624301523,26.721290492
86.524301523,26.521290492,"1067",86.524301523,26.521290492,86.624301523,26.621290492
86.524301523,26.421290492,"1068",86.524301523,26.421290492,86.624301523,26.521290492
86.524301523,26.321290492,"1069",86.524301523,26.321290492,86.624301523,26.421290492
86.524301523,26.221290492,"1070",86.524301523,26.221290492,86.624301523,26.321290492
86.524301523,26.121290492,"1071",86.524301523,26.121290492,86.624301523,26.221290492
86.524301523,26.021290492,"1072",86.524301523,26.021290492,86.624301523,26.121290492
86.524301523,25.921290492,"1073",86.524301523,25.921290492,86.624301523,26.021290492
86.524301523,25.821290492,"1074",86.524301523,25.821290492,86.624301523,25.921290492
86.524301523,25.721290492,"1075",86.524301523,25.721290492,86.624301523,25.821290492
86.524301523,25.621290492,"1076",86.524301523,25.621290492,86.624301523,25.721290492
86.524301523,25.521290492,"1077",86.524301523,25.521290492,86.624301523,25.621290492
86.524301523,25.421290492,"1078",86.524301523,25.421290492,86.624301523,25.521290492
86.524301523,25.321290492,"1079",86.524301523,25.321290492,86.624301523,25.421290492
86.524301523,25.221290492,"1080",86.524301523,25.221290492,86.624301523,25.321290492
86.524301523,25.121290492,"1081",86.524301523,25.121290492,86.624301523,25.221290492
86.524301523,25.021290492,"1082",86.524301523,25.021290492,86.624301523,25.121290492
86.524301523,24.921290492,"1083",86.524301523,24.921290492,86.624301523,25.021290492
86.524301523,24.821290492,"1084",86.524301523,24.821290492,86.624301523,24.921290492
86.524301523,24.721290492,"1085",86.524301523,24.721290492,86.624301523,24.821290492
86.524301523,24.621290492,"1086",86.524301523,24.621290492,86.624301523,24.721290492
86.524301523,24.521290492,"1087",86.524301523,24.521290492,86.624301523,24.621290492
86.524301523,24.421290492,"1088",86.524301523,24.421290492,86.624301523,24.521290492
86.524301523,24.321290492,"1089",86.524301523,24.321290492,86.624301523,24.421290492
86.624301523,27.521290492,"1090",86.624301523,27.521290492,86.724301523,27.621290492
86.624301523,27.421290492,"1091",86.624301523,27.421290492,86.724301523,27.521290492
86.624301523,27.321290492,"1092",86.624301523,27.321290492,86.724301523,27.421290492
86.624301523,27.221290492,"1093",86.624301523,27.221290492,86.724301523,27.321290492
86.624301523,27.121290492,"1094",86.624301523,27.121290492,86.724301523,27.221290492
86.624301523,27.021290492,"1095",86.624301523,27.021290492,86.724301523,27.121290492
86.624301523,26.921290492,"1096",86.624301523,26.921290492,86.724301523,27.021290492
86.624301523,26.821290492,"1097",86.624301523,26.821290492,86.724301523,26.921290492
86.624301523,26.721290492,"1098",86.624301523,26.721290492,86.724301523,26.821290492
86.624301523,26.621290492,"1099",86.624301523,26.621290492,86.724301523,26.721290492
86.624301523,26.521290492,"1100",86.624301523,26.521290492,86.724301523,26.621290492
86.624301523,26.421290492,"1101",86.624301523,26.421290492,86.724301523,26.521290492
86.624301523,26.321290492,"1102",86.624301523,26.321290492,86.724301523,26.421290492
86.624301523,26.221290492,"1103",86.624301523,26.221290492,86.724301523,26.321290492
86.624301523,26.121290492,"1104",86.624301523,26.121290492,86.724301523,26.221290492
